AGE,INCOME,LOANAMOUNT,CREDITSCORE,MONTHSEMPLOYED,NUMCREDITLINES,INTERESTRATE,LOANTERM,DTIRATIO,EDUCATION,EMPLOYMENTTYPE,MARITALSTATUS,HASMORTGAGE,HASDEPENDENTS,LOANPURPOSE,HASCOSIGNER,DEFAULT
66,32738,14200,688,0,3,16.86,60,0.83,Bachelor's,2,0,2,2,Auto,1,0
37,114988,132196,440,13,1,23.41,60,0.3,High School,1,1,1,2,Auto,1,1
65,50932,73127,752,48,1,21.79,12,0.57,PhD,2,0,1,2,Auto,1,0
42,99273,70937,748,25,1,15.43,12,0.48,Master's,2,0,2,1,Other,2,0
39,145601,249454,623,2,4,10.7,24,0.32,Bachelor's,1,0,1,1,Education,1,0
30,62395,138641,592,16,1,13.52,12,0.68,PhD,1,0,2,2,Education,1,0
36,121927,47143,337,28,3,21.31,12,0.26,Master's,2,0,1,2,Auto,1,0
66,54013,52620,496,36,3,10.53,12,0.71,PhD,2,2,2,1,Home,1,0
53,46050,7304,676,94,2,23.73,48,0.39,Bachelor's,1,2,2,2,Auto,1,0
29,36131,187481,313,14,3,2.36,12,0.37,Bachelor's,1,2,1,2,Education,2,1
58,58922,195636,737,67,2,3.7,24,0.84,PhD,2,0,2,1,Auto,1,0
36,39962,116209,319,87,1,16.5,36,0.51,Master's,2,0,2,1,Business,2,0
29,103750,68870,578,89,4,4.43,12,0.53,Master's,2,0,1,2,Auto,2,0
26,39647,204999,486,17,4,19.99,48,0.82,Master's,2,0,2,2,Business,1,0
24,144827,25501,833,20,1,3.47,12,0.87,High School,1,2,1,1,Education,1,0
45,48255,82564,612,28,3,13.12,36,0.58,Master's,2,2,2,1,Auto,2,0
31,51964,214730,619,36,3,2.17,12,0.41,PhD,2,1,1,1,Business,1,0
48,43860,237626,532,115,1,15.57,12,0.49,Master's,2,0,2,2,Education,1,0
69,131923,58692,672,27,4,24.54,60,0.12,Bachelor's,2,0,1,1,Home,1,0
36,97891,79397,412,52,3,22.22,12,0.25,High School,2,1,1,1,Other,2,1
64,55986,222806,840,90,4,14.61,12,0.74,High School,2,2,2,2,Other,1,0
33,58386,69864,485,74,4,20.29,24,0.23,Bachelor's,1,1,1,2,Education,1,0
22,134935,132709,344,14,3,4.63,24,0.5,PhD,1,1,2,1,Auto,1,1
52,91007,90820,664,55,4,14.21,24,0.67,High School,1,2,2,1,Business,1,0
29,36472,227183,569,63,2,4.47,12,0.63,Bachelor's,2,1,2,1,Education,2,1
42,121262,10353,701,20,4,6.45,36,0.65,Master's,2,2,2,2,Education,1,0
69,131703,203969,602,68,4,15.93,24,0.51,High School,1,0,2,1,Other,1,0
38,34839,38124,467,106,4,5.62,60,0.5,Master's,2,0,1,2,Auto,2,0
53,126663,193536,741,54,3,18.84,60,0.68,High School,1,2,2,1,Auto,2,0
40,103974,195994,340,98,3,22.85,48,0.3,Master's,2,1,2,1,Home,2,0
33,91041,119093,419,30,1,12.81,36,0.87,High School,2,0,1,1,Business,1,0
56,54021,124721,308,63,1,19.99,48,0.46,High School,2,2,2,2,Home,2,0
62,109877,37246,477,91,1,2.61,36,0.26,PhD,1,1,1,2,Home,1,0
59,110061,123452,668,68,3,11.9,24,0.59,PhD,2,0,1,1,Other,2,0
56,81015,191300,834,108,2,22.26,36,0.7,High School,2,2,1,1,Home,2,0
31,68831,138497,707,114,1,21.96,12,0.66,High School,1,2,2,1,Auto,1,0
48,47660,41956,472,37,4,4.08,60,0.87,High School,2,2,1,1,Business,2,0
22,53734,113753,631,107,4,8.43,24,0.8,PhD,2,1,2,1,Business,1,0
52,57406,109322,439,24,1,11.03,48,0.25,Master's,2,2,2,1,Auto,2,0
40,134076,75208,615,63,2,13.16,12,0.66,Master's,2,2,2,1,Business,2,0
46,19198,16132,669,7,2,3.78,12,0.68,Bachelor's,2,0,1,2,Auto,2,1
60,126835,157586,347,102,1,10.93,48,0.57,Bachelor's,1,0,2,1,Home,2,0
28,132930,153620,783,111,3,20.31,36,0.53,High School,2,0,1,2,Business,1,1
35,83909,40691,431,35,2,23.32,24,0.72,Bachelor's,1,2,1,1,Business,2,1
64,125754,12900,757,115,3,19.16,12,0.16,PhD,2,2,2,2,Business,1,0
29,55184,90621,587,119,1,20.58,24,0.5,High School,1,2,1,1,Education,2,0
26,93963,147823,595,50,3,21.94,60,0.43,Bachelor's,1,1,1,2,Other,1,0
27,21833,69199,785,44,2,3.4,36,0.51,PhD,1,0,1,1,Other,1,0
61,146596,222080,564,77,1,23.95,24,0.27,PhD,2,1,1,2,Education,2,0
34,120755,245717,816,5,3,15.98,36,0.3,PhD,2,1,2,1,Home,2,0
55,38306,102159,504,23,2,19.26,12,0.87,Master's,2,1,1,1,Auto,1,1
24,114481,131097,804,49,1,16.74,24,0.41,PhD,1,1,2,2,Home,2,0
63,92711,95539,523,119,3,5.78,12,0.42,Master's,2,2,2,1,Other,2,0
30,118618,155743,333,3,2,3.1,12,0.59,Master's,2,0,2,2,Business,1,0
57,125474,45425,309,45,1,24.11,36,0.28,High School,2,1,1,1,Education,1,0
59,93179,84983,777,111,1,15.68,48,0.16,PhD,2,1,2,2,Education,2,0
26,141696,224544,560,58,1,18.78,36,0.3,PhD,2,2,1,1,Business,2,0
67,88378,128283,455,55,2,19.26,24,0.52,Master's,2,2,1,1,Home,1,1
44,91816,44666,418,28,4,9.1,36,0.39,Master's,1,1,1,2,Home,1,0
19,44942,174008,368,50,4,14.23,60,0.21,High School,2,0,1,2,Other,1,1
22,32454,223883,629,32,1,20.27,24,0.72,Bachelor's,2,0,1,2,Auto,1,1
46,105315,114102,794,64,1,12.2,48,0.64,PhD,1,1,2,2,Education,1,0
54,145983,129773,386,79,1,15.25,60,0.64,PhD,1,2,2,1,Education,2,0
55,28647,91197,776,51,4,24.1,12,0.5,High School,2,2,1,2,Business,2,0
36,107236,11586,300,60,2,7.74,24,0.83,Bachelor's,2,0,2,2,Auto,1,0
25,70217,94750,488,85,1,11.64,12,0.26,Master's,2,2,2,2,Home,1,0
65,101634,81049,328,44,1,7.77,36,0.27,High School,2,2,2,1,Other,2,0
62,47752,169871,615,36,1,4.37,24,0.4,Bachelor's,2,1,1,2,Business,1,0
18,120840,13027,663,63,2,20.29,24,0.45,Bachelor's,1,2,2,1,Other,1,1
39,25825,76868,308,105,4,8.23,24,0.47,PhD,2,1,2,1,Education,1,0
69,68411,97233,460,45,2,2.41,36,0.5,Bachelor's,2,0,1,1,Auto,1,0
34,91967,130109,550,92,2,20.99,36,0.49,High School,2,2,1,2,Business,2,0
24,70364,216200,587,62,3,4.24,48,0.48,High School,1,1,2,2,Education,1,0
42,86344,190810,560,87,3,22.61,60,0.19,Master's,1,1,2,2,Business,1,0
62,111857,87183,589,115,2,8.33,60,0.34,PhD,2,1,1,2,Home,1,0
21,57197,109129,627,19,3,9.99,12,0.72,Master's,2,1,2,1,Business,1,0
53,21299,62200,457,1,1,18.48,60,0.5,Bachelor's,2,0,1,2,Education,1,0
23,19611,213162,809,8,3,19.94,12,0.71,High School,2,0,1,2,Auto,1,1
48,73186,129563,507,61,1,7.43,60,0.67,Master's,1,2,1,2,Auto,2,0
36,122569,80033,804,87,3,14.03,48,0.68,Bachelor's,2,0,1,2,Education,2,0
61,81837,15021,703,0,2,4.68,12,0.71,Bachelor's,2,2,2,2,Education,2,0
56,145713,120536,403,101,1,3.12,24,0.15,High School,2,1,1,1,Other,1,0
44,108365,65041,448,1,3,6.83,60,0.37,Master's,1,2,1,2,Business,1,1
27,74053,80444,495,117,3,16.9,48,0.15,Bachelor's,2,0,2,1,Other,1,1
43,48337,231671,830,3,1,15.9,36,0.38,PhD,2,2,1,2,Education,2,0
36,60638,128982,427,9,4,19.14,60,0.22,PhD,2,0,2,2,Business,2,0
56,102674,84171,330,50,2,14.8,12,0.64,Master's,2,2,2,2,Auto,1,0
20,80452,14579,805,22,4,24.02,60,0.71,Bachelor's,2,0,1,1,Education,2,0
62,41459,36346,824,119,2,19.03,36,0.87,Bachelor's,2,1,1,2,Education,2,0
30,73574,105980,732,62,2,19.66,24,0.57,Bachelor's,2,0,1,1,Other,2,0
67,112686,32856,506,12,3,18.19,12,0.17,PhD,2,0,1,2,Auto,2,0
45,36866,48693,656,25,3,11.22,60,0.69,Master's,1,2,2,2,Auto,1,0
37,44856,8748,753,67,3,20.61,48,0.43,PhD,2,1,1,2,Business,1,0
45,103663,222549,794,9,3,11.27,48,0.3,High School,2,2,2,2,Auto,1,0
25,94821,174217,843,59,3,23.54,36,0.34,PhD,2,2,2,2,Education,2,1
58,22604,52746,450,39,3,15.14,36,0.52,Master's,2,1,1,1,Auto,2,0
56,129759,166120,796,92,3,8.05,60,0.47,Master's,2,0,1,2,Other,2,0
18,61818,31390,337,95,2,10.29,12,0.11,Master's,1,0,1,1,Education,2,0
20,108799,189046,762,111,4,14.46,36,0.17,Bachelor's,1,0,2,2,Business,2,0
30,48943,218349,620,66,2,5.93,12,0.73,High School,2,2,1,1,Education,2,0
45,20871,218799,634,105,3,15.67,60,0.73,High School,1,1,1,2,Education,2,0
66,144062,145109,581,64,3,16.73,60,0.76,Master's,2,0,2,1,Auto,1,0
42,21265,99282,335,72,1,14,48,0.72,Master's,2,0,1,2,Business,2,0
50,53067,111292,462,72,3,21.07,36,0.28,Master's,2,1,2,1,Home,1,0
55,123249,178586,630,42,1,7.68,36,0.29,Bachelor's,2,1,2,1,Auto,2,0
23,92437,166994,604,2,2,15.82,60,0.72,Master's,2,1,1,1,Auto,1,0
61,104085,65261,728,8,4,18.02,48,0.12,PhD,2,2,2,2,Education,1,0
62,53827,128033,598,100,2,19.37,48,0.29,Bachelor's,2,0,1,2,Business,1,0
49,106471,160262,642,53,1,15.6,48,0.74,Bachelor's,2,1,1,2,Other,2,1
62,96521,9538,777,93,2,17.17,48,0.65,High School,2,1,1,1,Auto,1,0
64,78932,186400,608,44,2,7.96,36,0.21,Bachelor's,1,1,1,1,Business,2,0
38,87969,88490,324,44,4,22.66,60,0.72,PhD,2,1,2,1,Home,2,0
33,102732,47841,787,111,2,12.07,48,0.46,Master's,1,2,1,1,Business,2,0
38,132032,5437,314,23,4,17.37,24,0.25,PhD,2,0,2,1,Home,1,0
28,77002,82577,653,11,1,16.17,24,0.35,High School,1,2,2,2,Auto,1,1
54,113642,58679,569,82,2,19.85,24,0.15,High School,2,0,2,2,Business,1,1
53,92113,125018,823,104,4,9.19,48,0.66,High School,2,1,1,2,Education,1,0
52,148109,67427,648,98,3,14.21,24,0.75,Bachelor's,2,2,1,2,Education,1,0
36,94862,74190,781,54,2,8.3,48,0.87,Bachelor's,1,2,1,1,Home,2,0
37,116214,66346,776,69,2,7.53,60,0.39,PhD,2,0,2,1,Auto,1,0
35,64809,34647,696,44,3,6.77,48,0.81,Bachelor's,2,0,1,2,Education,1,0
64,125704,163780,508,19,1,10.67,36,0.53,High School,1,2,2,2,Education,2,0
58,86137,80907,673,82,2,20.61,12,0.15,PhD,2,1,1,2,Business,2,1
66,29151,248581,763,96,2,5.12,48,0.51,PhD,1,2,2,2,Auto,1,0
31,25217,57199,714,29,3,12.07,48,0.35,Bachelor's,1,1,2,2,Other,1,0
32,63094,101109,403,35,3,9.05,24,0.82,Bachelor's,2,2,2,2,Education,2,0
48,82128,104769,301,20,3,24.21,48,0.61,High School,2,0,1,2,Education,2,0
18,109479,218820,312,27,1,20.69,60,0.83,Master's,1,1,2,2,Auto,1,1
20,86051,158886,334,11,2,6.91,36,0.54,High School,2,2,1,1,Other,2,0
33,52794,127292,699,104,3,17.51,60,0.81,Master's,2,2,2,1,Business,1,0
40,85874,107717,480,83,1,2.79,60,0.28,High School,2,0,1,1,Business,1,0
28,137644,62712,674,98,4,10.06,12,0.73,High School,1,2,1,2,Education,2,0
29,64773,104508,522,113,3,23.97,48,0.63,PhD,2,1,2,2,Education,1,0
27,148529,170260,613,100,3,22.31,24,0.84,PhD,1,1,1,2,Business,1,0
49,139868,22175,729,105,3,8.67,36,0.68,Master's,2,2,2,2,Home,1,0
33,77424,119238,587,35,4,5.17,60,0.84,PhD,2,1,1,2,Business,2,0
25,80934,249065,364,33,1,11.51,60,0.85,Master's,1,2,1,1,Auto,2,1
55,143526,155897,650,39,3,24.21,12,0.82,High School,1,0,2,1,Other,1,0
29,96978,108525,418,91,3,14.12,60,0.18,High School,2,0,2,1,Home,2,0
41,102768,13009,448,106,4,4.87,12,0.11,PhD,2,1,1,2,Auto,2,0
45,63714,56950,347,82,1,14.18,24,0.23,Bachelor's,2,0,2,1,Education,2,0
25,92519,143101,497,9,4,3.35,12,0.28,Bachelor's,1,0,2,2,Education,1,0
45,140979,166309,697,55,2,5.71,12,0.45,Master's,1,1,1,1,Auto,2,0
53,117017,161694,499,73,3,7.08,60,0.35,High School,2,2,2,2,Other,1,0
43,47632,160079,365,15,2,11.07,12,0.81,Bachelor's,2,1,1,1,Other,1,0
25,143591,245032,319,45,1,5.98,36,0.41,High School,2,2,1,2,Education,1,0
67,83790,232334,845,4,3,23.65,36,0.65,Master's,1,1,1,2,Education,1,0
45,146632,72902,839,11,4,3.98,24,0.78,High School,2,0,2,1,Education,1,0
45,143041,114534,732,23,2,9.66,48,0.22,High School,2,1,2,2,Business,2,0
54,46207,214263,582,91,4,11.07,60,0.74,PhD,1,2,1,1,Other,1,0
58,52081,48043,593,51,4,23.45,12,0.25,High School,2,1,2,2,Auto,2,0
53,135175,182663,474,48,4,23.93,12,0.26,Master's,2,1,2,1,Education,1,0
44,85831,214662,749,39,1,5.29,48,0.13,Bachelor's,2,2,1,1,Business,2,0
34,67581,160023,583,68,1,11.52,60,0.84,High School,2,1,1,2,Business,2,0
26,138475,225937,495,33,1,20.16,36,0.6,Bachelor's,1,2,1,2,Home,1,1
50,41553,124863,340,106,2,10.29,24,0.15,PhD,2,0,1,1,Auto,2,0
37,57716,246815,713,67,3,23.45,60,0.9,PhD,1,1,1,1,Business,1,0
30,117642,76263,819,103,4,7.59,48,0.65,Bachelor's,2,2,2,1,Home,1,0
45,90796,97171,736,21,4,20.93,24,0.51,Bachelor's,1,2,2,1,Education,1,1
65,97232,149339,373,89,1,24.79,24,0.88,High School,2,1,2,2,Education,2,0
46,55412,42767,576,89,3,20,36,0.85,Bachelor's,1,1,1,2,Other,1,0
30,47135,129834,546,43,4,9.18,48,0.48,Master's,2,2,1,2,Home,2,0
63,106724,27824,395,58,2,20.37,12,0.59,Master's,2,0,1,1,Auto,2,0
52,105415,96009,844,21,3,12.94,12,0.89,Master's,2,2,2,1,Education,2,0
23,104341,51096,334,76,4,17.35,48,0.22,Master's,2,2,1,2,Other,2,1
35,30091,29306,441,25,2,18.36,48,0.51,Bachelor's,2,1,2,2,Auto,1,1
68,40264,211100,783,9,4,24.06,24,0.18,Master's,2,2,2,2,Education,2,0
22,72962,46813,743,110,1,23.6,60,0.6,High School,2,2,1,1,Education,2,0
64,58410,50769,726,69,3,23.1,12,0.75,High School,2,0,2,1,Home,2,0
42,83631,163205,585,97,2,20.51,36,0.23,High School,1,1,2,1,Auto,2,0
19,79808,52498,567,71,1,17.37,48,0.44,High School,2,2,1,1,Auto,2,0
27,36511,47755,579,109,1,7.02,24,0.68,High School,1,1,1,1,Auto,2,0
47,15680,180592,324,115,4,7.36,60,0.58,PhD,2,1,1,2,Business,1,1
67,73442,50302,391,115,1,20.15,36,0.22,Bachelor's,2,2,2,2,Home,1,0
62,44530,197209,396,13,1,9.38,60,0.19,High School,2,0,1,2,Home,1,0
22,49162,99128,487,65,2,11.41,48,0.48,High School,2,1,1,1,Business,1,0
50,57785,72655,495,3,4,3.13,36,0.13,PhD,2,0,1,1,Business,1,0
18,87322,45345,470,109,4,12.4,12,0.85,Bachelor's,1,0,2,2,Business,2,0
35,47163,116882,380,118,2,15.86,12,0.75,Bachelor's,2,2,1,2,Other,1,0
49,52116,56003,544,103,3,22.35,36,0.52,Master's,2,2,2,2,Auto,2,0
64,79437,222086,644,72,2,19.08,36,0.55,PhD,2,0,1,1,Other,1,0
66,53677,6303,739,96,2,19.93,36,0.46,Master's,1,0,2,1,Business,1,0
28,48015,71220,838,7,3,10.26,60,0.58,Bachelor's,1,1,2,2,Business,2,0
38,55756,68234,586,106,2,14.24,60,0.5,PhD,2,1,2,1,Business,1,0
43,141475,102656,472,75,1,12.86,48,0.4,High School,2,0,1,1,Business,1,0
42,124356,59306,580,53,3,16.07,36,0.18,PhD,2,1,1,2,Business,2,0
39,88630,211642,482,77,1,18.25,48,0.14,Master's,2,0,2,1,Other,1,1
44,57907,52837,742,17,3,16.3,12,0.24,PhD,2,1,1,1,Other,2,0
66,95584,17103,651,111,2,20.46,36,0.83,Bachelor's,2,2,2,2,Business,2,0
30,111951,128924,571,108,4,14.64,48,0.83,PhD,2,1,2,2,Business,1,1
50,109753,12255,705,13,1,24.8,36,0.64,PhD,2,0,2,1,Business,2,0
51,48730,129747,644,84,1,7.19,36,0.42,Master's,2,0,1,2,Education,2,0
58,120105,33481,357,35,4,9.1,36,0.1,Master's,2,0,1,2,Other,2,0
52,82693,175342,652,103,1,4.25,60,0.64,Master's,2,0,2,1,Other,2,0
18,44561,161559,489,6,4,13.18,24,0.32,PhD,2,1,2,2,Education,1,0
38,125893,130411,464,59,1,8.25,36,0.75,Master's,2,1,1,1,Auto,2,0
65,42267,45025,502,32,2,14.57,60,0.64,PhD,2,1,1,1,Other,2,0
23,134044,55689,337,26,3,24.71,36,0.13,PhD,2,0,1,2,Home,2,0
45,136240,176245,767,71,2,17.09,36,0.58,Bachelor's,1,0,1,2,Auto,2,0
34,50507,215386,553,3,4,13.72,12,0.54,Bachelor's,1,2,1,1,Home,2,0
22,60971,230813,818,81,4,8.07,48,0.32,PhD,2,2,1,1,Other,2,0
48,61663,63615,529,31,4,12.68,12,0.42,PhD,2,1,1,2,Home,1,0
22,85916,116026,365,85,4,12.67,36,0.15,High School,2,2,1,2,Education,2,0
55,64817,110040,713,106,3,8.86,60,0.77,PhD,2,2,1,2,Education,2,0
20,123797,61278,507,45,3,7.1,12,0.73,Master's,1,2,2,2,Business,1,1
40,98903,158273,384,47,3,6.98,60,0.69,Bachelor's,2,2,2,1,Education,2,0
54,126649,6974,776,87,1,16.64,48,0.17,Master's,2,2,1,1,Auto,2,0
54,55006,131307,738,75,2,12.5,36,0.41,Master's,2,1,2,2,Auto,2,0
27,147407,118919,709,60,4,7.07,24,0.47,Master's,1,2,2,1,Education,1,0
27,22526,113973,363,47,2,7.13,24,0.54,High School,2,0,2,1,Other,2,0
36,49690,122050,409,96,4,10.09,36,0.48,PhD,2,2,2,1,Education,2,1
34,18806,91313,510,27,1,4.71,24,0.77,Master's,1,0,2,1,Business,2,0
38,32950,212861,727,56,3,13.42,36,0.83,Master's,2,1,2,2,Auto,2,0
31,17909,120897,694,94,1,23.73,24,0.85,Bachelor's,1,2,1,1,Other,1,1
26,121521,74913,423,30,2,9.84,36,0.26,PhD,2,2,1,1,Education,1,0
63,34543,246500,450,55,3,14.44,60,0.66,PhD,2,1,2,1,Education,1,0
18,33522,42965,540,3,3,17.38,60,0.16,PhD,2,1,2,2,Business,1,0
68,85725,10203,704,114,1,20.82,24,0.16,Master's,1,1,1,1,Business,2,0
62,24165,98173,836,87,4,2.68,12,0.23,High School,1,2,1,1,Business,2,0
30,29979,116667,783,6,1,5.55,48,0.8,High School,2,1,2,1,Business,1,0
21,27533,205199,507,80,2,9.79,48,0.77,Master's,2,0,2,1,Other,1,1
18,106233,64719,647,42,4,14.09,60,0.58,High School,1,2,2,1,Auto,2,0
66,105399,194713,428,4,3,9.91,48,0.26,PhD,1,0,2,1,Other,2,0
57,51459,172290,328,0,2,5.41,24,0.46,Bachelor's,2,0,2,2,Business,1,0
49,18026,167577,690,102,1,13.27,48,0.1,Bachelor's,2,1,2,2,Business,1,0
51,27932,234069,785,79,3,21.89,12,0.61,Master's,2,0,1,1,Auto,1,0
45,122415,53027,462,19,2,24.14,12,0.77,Master's,2,0,1,2,Education,2,0
48,96537,182052,539,71,3,19.36,48,0.21,High School,2,1,1,2,Education,1,0
25,71570,185526,531,80,3,16.1,48,0.57,PhD,2,2,2,2,Home,1,0
56,130150,97042,519,111,1,13.35,12,0.79,Bachelor's,2,1,1,2,Education,1,0
43,25940,123512,849,82,1,19.77,24,0.54,Master's,2,0,1,2,Business,2,0
51,148429,23289,603,53,4,9.92,36,0.79,PhD,2,2,1,1,Auto,1,0
20,124823,151232,416,22,2,24.32,36,0.17,PhD,1,2,2,1,Auto,1,1
67,81752,164618,718,90,2,3.76,12,0.45,PhD,2,1,2,2,Business,1,0
29,64941,200048,497,45,4,24.47,36,0.34,PhD,2,2,1,1,Education,1,1
18,65143,106510,591,115,1,23.29,12,0.28,PhD,1,1,1,2,Business,1,1
61,61728,170894,350,8,3,20.53,48,0.8,Master's,1,1,2,2,Auto,1,0
22,31338,49030,756,90,3,6.62,60,0.7,Master's,2,0,1,1,Education,2,0
47,130736,106283,806,49,4,24.03,36,0.8,Bachelor's,2,1,1,1,Education,2,0
47,132650,19145,425,44,3,22.29,12,0.59,PhD,2,1,2,1,Other,2,0
34,72252,162861,314,106,4,12.53,48,0.49,Master's,1,1,1,1,Auto,1,0
65,65900,228830,771,115,4,9.22,12,0.67,Master's,2,2,1,1,Auto,2,0
64,68381,74812,567,116,1,17.6,24,0.65,PhD,2,0,1,2,Other,2,0
40,120344,56710,717,21,3,7.36,24,0.16,PhD,1,2,1,2,Business,2,1
32,97286,195075,743,28,4,11.91,48,0.79,Master's,1,2,2,2,Auto,1,0
54,63152,236760,381,19,3,17.87,12,0.37,PhD,1,2,1,2,Education,1,0
38,49480,150173,630,50,4,17.59,36,0.45,Bachelor's,2,2,2,1,Auto,1,0
31,16294,76789,566,66,1,18.68,60,0.59,Master's,1,1,1,2,Home,1,1
19,67326,9610,644,34,1,22.4,36,0.31,PhD,2,2,1,1,Auto,1,0
28,56921,174949,627,95,2,20.98,36,0.54,Master's,1,1,2,1,Other,2,1
68,45048,55880,570,6,4,2.7,48,0.65,Master's,2,2,2,1,Other,2,0
56,112902,90851,695,25,1,9.83,48,0.58,Bachelor's,1,2,2,2,Business,1,0
55,147049,63786,635,75,2,11.23,24,0.6,High School,2,1,2,1,Other,2,0
51,120208,52698,604,70,1,17.07,60,0.8,Bachelor's,2,2,1,1,Auto,1,0
55,145443,5695,549,80,2,2.7,60,0.66,Master's,2,0,2,1,Business,2,0
67,64624,115536,593,21,3,16.93,36,0.42,Master's,2,1,1,2,Education,2,0
51,57092,228547,376,19,2,7.63,24,0.75,High School,2,1,1,2,Education,2,0
35,132208,98136,473,88,1,18.36,24,0.21,High School,2,0,2,2,Other,2,1
47,19313,202375,455,30,3,22.27,36,0.28,Master's,2,0,2,1,Business,1,0
32,15584,158198,616,8,2,23.36,60,0.8,PhD,2,2,1,1,Home,1,1
44,74635,236357,810,38,3,11.81,36,0.82,High School,2,1,2,2,Education,2,0
68,102833,190723,381,100,2,23.06,60,0.1,Master's,2,0,1,2,Education,1,0
51,38174,89629,809,74,3,16.99,24,0.45,Master's,2,1,1,1,Home,1,0
69,50383,191163,527,71,2,22.12,24,0.25,Master's,2,1,1,1,Education,2,0
55,144850,181736,701,62,2,9.24,48,0.82,PhD,1,2,2,2,Home,1,0
50,124259,156838,530,46,3,7.82,24,0.8,Bachelor's,1,2,1,1,Auto,2,0
41,105153,218518,739,101,4,15.7,48,0.62,Bachelor's,2,0,2,2,Home,2,1
32,148189,205917,398,50,2,22.45,36,0.26,High School,2,0,2,1,Other,1,1
47,20253,14928,834,28,3,7.67,24,0.41,High School,1,0,2,1,Home,2,0
59,25036,196514,496,49,2,13.54,36,0.21,Master's,1,0,2,2,Education,1,0
68,101582,220697,563,98,4,18.27,12,0.39,Master's,2,1,1,2,Other,1,0
34,113965,38225,535,0,4,19.9,48,0.75,High School,2,1,1,1,Home,1,0
22,43612,13481,630,89,3,24.46,12,0.41,Bachelor's,2,2,2,1,Home,1,0
46,78172,238537,565,69,4,9.98,12,0.47,Master's,2,0,1,1,Auto,2,0
21,22313,70105,761,9,1,24.79,12,0.33,PhD,2,2,1,2,Business,1,0
27,32512,249656,694,80,4,5.88,24,0.65,High School,2,1,2,1,Other,1,0
34,55207,85918,598,88,3,15.83,36,0.41,Master's,1,2,1,2,Education,1,0
27,83958,81253,648,5,4,3.29,12,0.36,High School,2,0,2,2,Education,2,0
34,75241,191776,757,56,4,20.52,48,0.84,Master's,2,0,2,1,Home,2,0
37,144295,52486,664,81,4,23.02,48,0.26,PhD,1,1,1,1,Auto,2,0
41,121235,237736,467,83,2,17.43,60,0.29,Bachelor's,1,2,1,2,Other,1,0
22,33703,191417,580,65,2,14.85,60,0.69,Master's,1,2,1,1,Education,2,1
51,118540,113482,482,117,3,21.58,24,0.54,PhD,2,1,1,2,Other,1,1
23,33293,128401,599,107,2,16.05,48,0.21,High School,2,1,1,2,Home,2,0
19,20140,10218,466,39,4,21.57,48,0.48,Bachelor's,2,1,1,1,Home,1,0
30,82135,199508,369,73,3,4.92,60,0.85,High School,2,1,2,2,Other,1,0
60,71107,110862,714,108,4,15.34,36,0.21,Bachelor's,2,0,2,2,Other,1,0
60,138556,125596,394,47,3,24.77,60,0.21,Master's,1,1,1,1,Education,1,0
65,78317,132560,493,53,1,5.26,48,0.67,Master's,2,0,1,2,Auto,2,0
28,138315,199456,660,41,1,23.08,24,0.28,Bachelor's,2,2,1,2,Business,1,0
68,69465,25216,630,4,3,23,60,0.29,PhD,2,2,2,2,Auto,2,0
64,43183,16810,730,41,4,7.73,60,0.32,High School,2,2,2,2,Home,2,0
40,133009,98993,714,72,3,18.66,12,0.32,High School,2,1,2,2,Auto,1,0
33,21547,231309,450,84,4,22.27,60,0.62,High School,2,1,1,2,Other,1,1
48,106736,9741,739,17,3,9.46,24,0.58,Bachelor's,2,0,2,1,Auto,2,0
28,83296,33184,760,34,2,22.87,60,0.37,Master's,2,2,2,1,Business,1,1
33,72730,99840,573,21,3,24.43,24,0.18,Master's,1,2,2,1,Other,1,0
25,69824,94071,352,53,2,2.88,12,0.71,Master's,1,2,1,1,Auto,2,0
21,122350,214060,682,44,2,20.48,48,0.63,Bachelor's,2,0,2,1,Home,2,0
57,33731,176184,385,30,2,9.1,60,0.48,PhD,2,1,1,1,Education,2,0
21,123946,5968,399,100,4,10.28,48,0.56,PhD,1,0,2,1,Other,1,0
42,140684,181767,736,28,4,18.49,60,0.27,PhD,2,1,1,2,Education,1,0
20,61238,44100,317,77,1,11.57,36,0.58,High School,2,0,2,1,Business,1,0
49,132905,123435,701,87,3,5.57,24,0.37,Master's,2,1,1,1,Business,1,0
20,24864,137694,467,78,1,12.24,36,0.81,PhD,2,1,2,1,Education,2,0
44,149366,44195,699,3,2,24.77,36,0.79,Master's,2,2,1,2,Home,2,0
46,58666,41878,845,87,4,17.14,24,0.64,Bachelor's,2,1,1,1,Education,2,0
49,29557,126735,390,32,2,22.37,12,0.39,Master's,2,0,2,2,Auto,2,0
67,116735,224636,424,105,1,12.11,48,0.47,Bachelor's,2,0,1,1,Other,1,0
68,20962,164201,576,27,1,19.74,48,0.19,Master's,2,1,2,2,Business,1,0
36,80265,171786,482,94,1,15.8,36,0.71,PhD,2,2,1,1,Business,1,0
38,69016,151210,438,23,3,20.11,36,0.34,Master's,2,1,1,1,Other,1,1
22,109858,221600,835,105,1,12.61,24,0.82,Master's,2,0,1,2,Home,1,0
35,118877,95683,694,39,4,15.94,36,0.15,High School,2,1,2,1,Home,2,0
45,55607,191450,376,118,4,13.83,36,0.83,Bachelor's,1,1,2,2,Education,1,0
59,49762,66507,414,76,4,23.57,48,0.84,Bachelor's,2,2,2,2,Auto,1,0
39,50518,136883,525,106,1,10.88,24,0.64,PhD,2,2,2,1,Business,1,0
